"직업별",전문/관리,0.3,0.1,1.0,1.6,2.1,20.6,10.4,22.7,21.1,11.4,8.7,6.98
"직업별",사무,0.2,0.1,0.7,2.0,2.3,23.7,13.9,20.7,22.2,8.2,6.0,6.75
"직업별",서비스/판매,0.2,0.4,1.5,2.7,3.5,31.0,14.5,15.8,16.6,7.6,6.1,6.41
"직업별",농어업,0.2,0.2,0.9,2.4,3.3,31.2,15.4,18.0,14.5,9.0,5.0,6.43
"직업별",기능/노무 등,0.5,0.5,1.4,2.8,3.6,31.7,14.5,17.8,15.7,6.6,4.9,6.30
"직업별",직업없음,0.9,0.8,1.8,3.5,4.4,31.4,13.8,16.0,14.7,7.3,5.3,6.21
"직업별",무응답,0.0,0.0,8.8,0.0,0.0,35.6,13.8,4.4,11.9,21.8,3.7,6.38
"충남거주기간별",5년 미만,0.6,0.2,1.3,2.4,3.0,26.7,14.0,17.9,17.1,9.1,7.7,6.60
"충남거주기간별",5~10년 미만,0.8,0.2,1.5,2.8,2.6,27.4,12.5,19.3,18.3,9.1,5.4,6.51
"충남거주기간별",10~15년 미만,0.7,0.6,1.0,2.9,3.1,27.6,13.1,18.6,18.3,7.6,6.6,6.51
"충남거주기간별",15~20년 미만,0.3,0.3,1.8,1.9,3.6,29.0,12.5,18.8,18.3,7.7,5.9,6.50
"충남거주기간별",20년 이상,0.5,0.6,1.5,3.1,3.9,30.8,14.3,17.0,15.5,7.5,5.2,6.31
"충남거주기간별",무응답,0.0,0.0,59.1,0.0,0.0,0.0,0.0,0.0,0.0,40.9,0.0,4.86
"가구 소득별",100만원 미만,1.4,1.4,3.1,4.8,5.8,36.8,12.8,12.7,11.3,5.1,4.6,5.78
"가구 소득별",100~200만원 미만,0.5,0.9,2.0,4.4,5.8,32.9,13.6,15.9,12.1,6.5,5.4,6.08
"가구 소득별",200~300만원 미만,0.7,0.4,1.2,2.6,3.3,31.0,15.8,18.0,14.8,7.0,5.2,6.33
"가구 소득별",300~400만원 미만,0.1,0.3,1.5,2.4,2.7,30.6,14.8,17.8,17.4,7.7,4.7,6.44
"가구 소득별",400~500만원 미만,0.4,0.2,0.6,1.9,3.7,26.8,15.5,18.6,19.0,8.0,5.2,6.55
"가구 소득별",500만원 이상,0.3,0.2,0.7,1.9,2.0,23.7,12.0,20.3,20.6,10.6,7.6,6.84
"가구 소득별",무응답,0.0,0.0,5.0,2.1,3.6,53.4,9.6,7.2,17.8,1.2,0.0,5.60
"주거 점유 형태별",자기집,0.4,0.5,1.3,2.4,3.5,29.7,14.0,17.6,16.5,8.2,5.7,6.44
"주거 점유 형태별",전세,0.3,0.7,1.5,3.5,1.9,28.7,13.2,19.7,16.4,7.8,6.3,6.47
"주거 점유 형태별",월세/기타,1.1,0.6,1.8,4.0,4.8,30.0,13.4,16.4,15.9,6.5,5.4,6.21
"가구원 수별",1인가구,0.8,0.9,2.3,3.9,4.8,30.1,13.4,16.6,14.8,7.0,5.5,6.19
"가구원 수별",2인 이상가구,0.5,0.4,1.2,2.5,3.3,29.5,14.0,17.9,16.9,8.1,5.7,6.46
"종사상 지위별",임금 근로자,0.4,0.3,1.2,2.5,3.1,27.7,13.4,18.9,18.2,8.0,6.4,6.55
"종사상 지위별",비임금 근로자,0.3,0.3,1.2,2.3,3.0,30.4,14.8,18.1,16.1,8.5,4.9,6.44
"종사상 지위별",미취업자,0.9,0.8,1.8,3.5,4.4,31.4,13.8,16.0,14.7,7.3,5.3,6.21
"종사상 지위별",무응답,0.0,0.0,16.6,0.0,0.0,22.3,4.9,15.2,19.5,15.3,6.2,6.36
"가구원 유형별",가구주,0.6,0.6,1.7,3.1,3.7,29.8,13.6,17.7,15.7,7.6,5.9,6.36
"가구원 유형별",가구원,0.5,0.4,1.1,2.6,3.5,29.4,14.2,17.4,17.3,8.1,5.4,6.45
"주택 형태별",단독주택,0.4,0.6,1.6,3.1,4.0,31.9,14.8,16.7,14.3,7.3,5.2,6.27
"주택 형태별",아파트,0.5,0.3,1.3,2.5,3.3,27.8,13.3,18.8,17.9,8.3,5.9,6.51
"주택 형태별",연립/다세대주택,1.1,1.1,1.8,4.4,4.0,31.5,12.3,13.4,15.6,7.4,7.4,6.25
"주택 형태별",기타,2.5,1.1,2.2,2.3,2.5,25.3,12.1,17.6,20.0,8.1,6.2,6.40
"읍면동 구분별",동부,0.7,0.5,1.5,3.1,3.7,30.3,13.1,17.4,16.8,7.7,5.3,6.36
"읍면동 구분별",읍부,0.4,0.6,1.6,2.5,3.0,26.5,13.1,18.0,18.6,8.4,7.3,6.58
"읍면동 구분별",면부,0.5,0.6,1.2,2.9,4.1,31.4,15.6,17.6,13.8,7.5,4.8,6.28
"주거지 형태별",도시,0.6,0.5,1.5,2.9,3.4,29.1,13.1,17.7,17.2,7.9,6.0,6.43
"주거지 형태별",농촌,0.5,0.5,1.3,2.7,4.0,30.7,15.3,17.4,14.7,7.8,5.1,6.33
"주거지 형태별",어촌,0.3,0.7,3.5,3.0,6.0,26.7,13.3,16.2,21.1,5.2,4.1,6.23
