"충남거주기간별",10~15년 미만,2.3,8.0,48.4,31.6,9.7,3.39,3.0,8.7,46.6,32.3,9.4,3.36,5.9,16.5,48.0,24.9,4.7,3.06,9.6,25.5,52.6,10.7,1.5,2.69,10.9,25.6,52.7,9.3,1.5,2.65
"충남거주기간별",15~20년 미만,1.5,8.7,46.8,31.1,12.0,3.43,1.7,10.1,47.8,29.0,11.3,3.38,1.8,17.0,54.6,20.4,6.1,3.12,6.4,25.8,55.6,8.9,3.4,2.77,7.7,26.2,54.3,9.0,2.8,2.73
"충남거주기간별",20년 이상,2.8,10.2,43.3,34.1,9.7,3.38,2.2,9.4,45.2,32.7,10.6,3.40,3.0,14.0,53.4,23.5,6.1,3.16,6.4,29.8,54.8,7.3,1.7,2.68,8.1,28.8,54.5,7.3,1.4,2.65
"가구 소득별",100만원 미만,8.1,22.6,42.1,18.9,8.2,2.96,6.6,21.3,45.7,17.8,8.7,3.01,6.0,21.7,54.8,11.0,6.6,2.90,7.4,30.7,55.6,5.2,1.1,2.62,8.0,29.3,56.0,5.0,1.8,2.63
"가구 소득별",100~200만원 미만,4.1,16.2,51.5,23.3,4.8,3.08,2.9,14.0,52.9,24.3,5.9,3.16,3.8,18.4,55.8,18.9,3.1,2.99,5.3,33.3,55.6,4.7,1.1,2.63,5.1,33.1,54.2,6.7,0.8,2.65
"가구 소득별",200~300만원 미만,2.8,8.8,44.7,29.3,14.3,3.43,2.9,9.2,44.2,30.1,13.6,3.42,3.1,15.2,48.2,24.4,9.2,3.21,5.7,23.5,59.7,8.7,2.3,2.78,7.1,24.0,57.1,9.8,2.0,2.76
"가구 소득별",300~400만원 미만,2.2,4.2,48.1,38.8,6.7,3.44,1.8,5.1,49.8,35.8,7.5,3.42,2.5,14.7,52.4,26.0,4.4,3.15,5.9,27.8,57.0,7.6,1.7,2.71,7.9,26.4,56.0,8.2,1.4,2.69
"가구 소득별",400~500만원 미만,0.4,7.4,52.6,28.1,11.5,3.43,1.2,9.4,49.5,28.2,11.6,3.40,3.2,12.9,56.9,20.1,6.9,3.15,8.7,29.2,54.6,6.3,1.1,2.62,10.9,27.2,54.2,6.7,0.9,2.60
"가구 소득별",500만원 이상,0.5,4.8,40.4,40.9,13.3,3.62,1.0,5.2,40.2,40.1,13.5,3.60,3.3,11.5,49.5,28.2,7.4,3.25,8.5,24.4,54.1,10.5,2.6,2.74,11.4,22.5,54.3,9.8,2.1,2.69
"주거 점유 형태별",자기집,2.0,9.3,45.4,33.1,10.3,3.41,1.9,8.9,46.0,32.2,10.9,3.41,3.1,14.7,53.3,22.4,6.5,3.15,6.9,29.1,54.8,7.5,1.8,2.68,8.9,27.7,54.4,7.5,1.4,2.65
"주거 점유 형태별",전세,3.4,5.9,47.9,31.1,11.7,3.42,3.4,8.3,43.3,33.6,11.4,3.41,3.7,12.1,48.7,28.4,7.1,3.23,9.1,25.1,51.0,12.0,2.8,2.74,11.8,24.5,47.8,13.5,2.5,2.70
"주거 점유 형태별",월세/기타,3.4,10.1,44.8,31.2,10.5,3.35,2.9,10.3,46.8,29.9,10.0,3.34,4.5,16.6,50.0,22.8,6.2,3.10,6.4,22.7,62.5,6.8,1.7,2.75,6.9,21.9,61.9,7.5,1.8,2.75
"가구원 수별",1인가구,3.2,12.6,45.8,29.2,9.2,3.29,3.1,12.2,46.5,28.9,9.2,3.29,3.8,15.4,49.2,25.3,6.4,3.15,6.3,22.9,62.3,7.0,1.4,2.74,6.5,22.1,61.3,8.9,1.2,2.76
"가구원 수별",2인 이상가구,2.2,8.0,45.5,33.4,10.9,3.43,2.1,8.3,45.7,32.7,11.2,3.43,3.4,14.6,52.8,22.6,6.5,3.14,7.2,28.4,54.2,8.1,2.0,2.69,9.5,27.2,53.5,8.1,1.7,2.65
"종사상 지위별",임금 근로자,1.1,6.6,45.7,35.6,11.1,3.49,1.7,7.1,44.9,34.8,11.5,3.47,3.0,13.2,49.1,28.0,6.8,3.22,7.6,24.9,57.6,8.1,1.7,2.71,9.6,24.3,56.7,7.8,1.6,2.67
"종사상 지위별",비임금 근로자,1.0,5.4,45.6,39.0,8.9,3.49,0.5,7.0,45.6,37.8,9.2,3.48,2.1,14.8,50.9,26.3,5.9,3.19,8.2,30.4,51.1,9.3,0.9,2.64,8.8,30.1,50.6,9.6,0.8,2.63
"종사상 지위별",미취업자,4.6,13.3,45.2,26.6,10.3,3.25,3.6,12.5,47.2,26.4,10.3,3.27,4.5,16.8,56.0,16.2,6.4,3.03,6.0,29.1,55.5,7.1,2.4,2.71,7.8,27.1,54.9,8.4,1.9,2.70
"종사상 지위별",무응답,0.0,0.0,100.0,0.0,0.0,3.00,0.0,0.0,50.0,0.0,50.0,4.00,0.0,0.0,50.0,50.0,0.0,3.50,0.0,0.0,100.0,0.0,0.0,3.00,0.0,0.0,100.0,0.0,0.0,3.00
"가구원 유형별",가구주,2.4,9.9,48.2,30.5,9.1,3.34,2.2,9.6,48.7,30.1,9.4,3.35,3.3,15.5,51.5,23.6,6.1,3.14,7.8,27.0,56.3,7.3,1.6,2.68,9.2,25.9,55.4,8.0,1.5,2.67
"가구원 유형별",가구원,2.5,7.9,42.1,35.1,12.4,3.47,2.5,8.5,42.1,34.2,12.7,3.46,3.7,13.9,52.7,22.6,7.1,3.15,6.1,27.5,55.6,8.6,2.2,2.73,8.2,26.4,55.0,8.6,1.8,2.69
"주택 형태별",단독주택,4.6,12.6,39.3,29.8,13.7,3.35,3.1,11.8,42.3,29.5,13.3,3.38,3.5,15.7,50.1,22.0,8.6,3.17,6.8,30.4,55.4,5.9,1.4,2.65,7.7,29.7,54.9,6.4,1.3,2.64
"주택 형태별",아파트,1.7,7.6,48.3,33.4,9.0,3.40,2.2,8.4,47.3,32.7,9.5,3.39,3.7,14.8,52.5,23.7,5.2,3.12,7.8,26.4,55.2,8.7,2.0,2.71,9.9,25.2,54.3,9.0,1.5,2.67
"주택 형태별",연립/다세대주택,0.8,11.7,43.3,33.3,10.9,3.42,1.6,10.0,44.4,33.1,11.0,3.42,1.5,16.0,54.2,21.9,6.4,3.16,3.2,30.2,60.5,3.8,2.4,2.72,6.0,27.8,58.8,4.2,3.2,2.71
"주택 형태별",기타,2.2,2.2,49.2,33.8,12.7,3.53,1.1,2.4,50.9,31.9,13.7,3.55,3.1,5.5,52.6,25.7,13.1,3.40,3.8,11.0,65.5,17.5,2.2,3.03,3.2,10.3,66.9,17.4,2.2,3.05
"읍면동 구분별",동부,1.9,8.4,51.1,29.5,9.0,3.35,2.0,8.1,51.1,29.3,9.5,3.36,3.3,14.7,54.9,21.9,5.2,3.11,7.1,23.6,58.9,8.5,1.9,2.75,9.2,21.9,58.6,8.8,1.5,2.72
"읍면동 구분별",읍부,1.5,8.0,38.8,41.6,10.2,3.51,0.6,9.4,39.9,40.2,9.9,3.49,1.8,14.1,50.8,27.1,6.2,3.22,6.8,33.8,50.5,7.2,1.6,2.63,8.5,34.1,47.7,7.9,1.9,2.61
"읍면동 구분별",면부,8.0,15.5,24.2,31.4,20.9,3.42,8.1,15.8,25.0,30.2,20.9,3.40,8.4,17.1,35.7,23.0,15.8,3.21,7.0,36.2,49.7,5.2,1.9,2.59,7.3,35.3,50.2,5.3,1.9,2.59
"주거지 형태별",도시,1.8,8.3,48.5,31.9,9.5,3.39,1.9,8.5,48.3,31.5,9.8,3.39,3.2,14.8,53.3,23.1,5.6,3.13,7.3,25.2,57.2,8.4,2.0,2.73,8.9,23.9,56.7,8.8,1.7,2.70
"주거지 형태별",농촌,6.3,13.4,28.1,35.8,16.5,3.43,4.8,13.1,31.4,34.2,16.5,3.45,5.3,14.6,44.8,23.7,11.6,3.22,5.8,39.3,48.9,4.7,1.3,2.56,8.1,39.0,46.5,5.1,1.3,2.53
